scenarioId,dob,asOf,age,numberOfDoses,doseDatesIso,codePath,status,doseLabel,product,recommendedDate
synflorix-2087-count-without-dates-age1659d,15/01/2022,01/08/2026,4y 6m 17d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2090-count-without-dates-age1666d,15/01/2022,08/08/2026,4y 6m 24d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2093-count-without-dates-age1666d,15/01/2022,08/08/2026,4y 6m 24d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2096-count-without-dates-age1666d,15/01/2022,08/08/2026,4y 6m 24d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2099-count-without-dates-age1673d,15/01/2022,15/08/2026,4y 7m 0d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2102-count-without-dates-age1673d,15/01/2022,15/08/2026,4y 7m 0d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2105-count-without-dates-age1673d,15/01/2022,15/08/2026,4y 7m 0d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2108-count-without-dates-age1680d,15/01/2022,22/08/2026,4y 7m 7d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2111-count-without-dates-age1680d,15/01/2022,22/08/2026,4y 7m 7d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2114-count-without-dates-age1680d,15/01/2022,22/08/2026,4y 7m 7d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2117-count-without-dates-age1687d,15/01/2022,29/08/2026,4y 7m 14d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2120-count-without-dates-age1687d,15/01/2022,29/08/2026,4y 7m 14d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2123-count-without-dates-age1687d,15/01/2022,29/08/2026,4y 7m 14d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2126-count-without-dates-age1694d,15/01/2022,05/09/2026,4y 7m 21d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2129-count-without-dates-age1694d,15/01/2022,05/09/2026,4y 7m 21d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2132-count-without-dates-age1694d,15/01/2022,05/09/2026,4y 7m 21d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2135-count-without-dates-age1701d,15/01/2022,12/09/2026,4y 7m 28d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2138-count-without-dates-age1701d,15/01/2022,12/09/2026,4y 7m 28d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2141-count-without-dates-age1701d,15/01/2022,12/09/2026,4y 7m 28d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2144-count-without-dates-age1708d,15/01/2022,19/09/2026,4y 8m 4d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2147-count-without-dates-age1708d,15/01/2022,19/09/2026,4y 8m 4d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2150-count-without-dates-age1708d,15/01/2022,19/09/2026,4y 8m 4d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2153-count-without-dates-age1715d,15/01/2022,26/09/2026,4y 8m 11d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2156-count-without-dates-age1715d,15/01/2022,26/09/2026,4y 8m 11d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2159-count-without-dates-age1715d,15/01/2022,26/09/2026,4y 8m 11d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2162-count-without-dates-age1722d,15/01/2022,03/10/2026,4y 8m 18d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2165-count-without-dates-age1722d,15/01/2022,03/10/2026,4y 8m 18d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2168-count-without-dates-age1722d,15/01/2022,03/10/2026,4y 8m 18d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2171-count-without-dates-age1729d,15/01/2022,10/10/2026,4y 8m 25d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2174-count-without-dates-age1729d,15/01/2022,10/10/2026,4y 8m 25d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2177-count-without-dates-age1729d,15/01/2022,10/10/2026,4y 8m 25d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2180-count-without-dates-age1736d,15/01/2022,17/10/2026,4y 9m 2d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2183-count-without-dates-age1736d,15/01/2022,17/10/2026,4y 9m 2d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2186-count-without-dates-age1736d,15/01/2022,17/10/2026,4y 9m 2d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2189-count-without-dates-age1743d,15/01/2022,24/10/2026,4y 9m 9d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2192-count-without-dates-age1743d,15/01/2022,24/10/2026,4y 9m 9d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2195-count-without-dates-age1743d,15/01/2022,24/10/2026,4y 9m 9d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2198-count-without-dates-age1750d,15/01/2022,31/10/2026,4y 9m 16d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2201-count-without-dates-age1750d,15/01/2022,31/10/2026,4y 9m 16d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2204-count-without-dates-age1750d,15/01/2022,31/10/2026,4y 9m 16d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2207-count-without-dates-age1757d,15/01/2022,07/11/2026,4y 9m 23d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2210-count-without-dates-age1757d,15/01/2022,07/11/2026,4y 9m 23d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2213-count-without-dates-age1757d,15/01/2022,07/11/2026,4y 9m 23d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2216-count-without-dates-age1764d,15/01/2022,14/11/2026,4y 9m 30d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2219-count-without-dates-age1764d,15/01/2022,14/11/2026,4y 9m 30d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2222-count-without-dates-age1764d,15/01/2022,14/11/2026,4y 9m 30d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2225-count-without-dates-age1771d,15/01/2022,21/11/2026,4y 10m 6d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2228-count-without-dates-age1771d,15/01/2022,21/11/2026,4y 10m 6d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2231-count-without-dates-age1771d,15/01/2022,21/11/2026,4y 10m 6d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2234-count-without-dates-age1778d,15/01/2022,28/11/2026,4y 10m 13d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2237-count-without-dates-age1778d,15/01/2022,28/11/2026,4y 10m 13d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2240-count-without-dates-age1778d,15/01/2022,28/11/2026,4y 10m 13d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2243-count-without-dates-age1785d,15/01/2022,05/12/2026,4y 10m 20d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2246-count-without-dates-age1785d,15/01/2022,05/12/2026,4y 10m 20d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2249-count-without-dates-age1785d,15/01/2022,05/12/2026,4y 10m 20d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2252-count-without-dates-age1792d,15/01/2022,12/12/2026,4y 10m 27d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2255-count-without-dates-age1792d,15/01/2022,12/12/2026,4y 10m 27d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2258-count-without-dates-age1792d,15/01/2022,12/12/2026,4y 10m 27d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2261-count-without-dates-age1799d,15/01/2022,19/12/2026,4y 11m 4d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2264-count-without-dates-age1799d,15/01/2022,19/12/2026,4y 11m 4d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2267-count-without-dates-age1799d,15/01/2022,19/12/2026,4y 11m 4d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2270-count-without-dates-age1806d,15/01/2022,26/12/2026,4y 11m 11d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2273-count-without-dates-age1806d,15/01/2022,26/12/2026,4y 11m 11d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2276-count-without-dates-age1806d,15/01/2022,26/12/2026,4y 11m 11d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2279-count-without-dates-age1813d,15/01/2022,02/01/2027,4y 11m 18d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2282-count-without-dates-age1813d,15/01/2022,02/01/2027,4y 11m 18d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2285-count-without-dates-age1813d,15/01/2022,02/01/2027,4y 11m 18d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2288-count-without-dates-age1820d,15/01/2022,09/01/2027,4y 11m 25d,1,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2291-count-without-dates-age1820d,15/01/2022,09/01/2027,4y 11m 25d,2,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
synflorix-2294-count-without-dates-age1820d,15/01/2022,09/01/2027,4y 11m 25d,3,"","calculatePcv → started2YearsPlus (doses[] empty, uses ageAtStart from today)",due-now,doseLabel_dose1,synflorix,
